Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Other small states,OSS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.58293992,50.32336456,50.27798856,50.36934133,50.37140806,50.38038358,50.35270198,50.44537946,50.64667259,50.76953224,50.76379854,50.95937628,51.49187017,51.46986098,51.7513286,52.0843507,52.21428191,52.47620693,52.65354588,52.61994428,52.66609108,52.90412481,53.52524766,53.71128359,54.10980801,54.16465618,54.52632865,54.76489876,55.16893347,54.14257844,54.85873423,55.82744833
Pakistan,PAK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.173,14.186,14.505,14.9,12.824,13.95,15.144,15.404,15.892,16.397,16.46,16.527,17.351,18.198,18.893,19.607,19.959,20.55,21.78,22.962,23.17,23.432,23.691,24.004,25.131,24.296,23.464,22.629,24.79,25.065,26.047,25.885
Panama,PAN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.339,41.649,43.001,43.989,45.162,45.464,45.768,45.212,46.042,47.131,48.231,49.342,49.807,49.931,50.847,49.047,49.708,50.692,52.132,50.605,49.105,51.539,53.006,53.451,54.615,54.893,55.052,57.01,59.469,54.233,55.19,54.332
Peru,PER,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.468,44.206,45.617,47.046,50.265,53.023,55.746,56.659,59.585,55.185,60.694,62.321,63.945,65.55,67.129,70.642,73.48,73.583,74.153,75.675,75.057,74.695,74.199,73.094,71.321,71.735,73.382,73.828,73.9,63.22,68.439,69.59
Philippines,PHL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.831,48.948,48.966,48.857,48.734,48.562,48.436,48.611,48.592,48.5,48.469,48.403,48.27,47.916,48.684,48.887,48.857,48.369,49.255,49.523,50.461,50.012,49.945,50.803,50.312,49.788,46.775,47.197,48.328,44.512,46.135,48.422
Palau,PLW,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.81,71.92,70.798,70.565,71.022,70.663,71.176,71.701,71.766,72.188,70.151,68.025,65.817,63.532,61.181,58.772,56.317,53.828,51.318,48.801,48.864,48.749,48.672,48.179,48.003,47.878,47.835,47.95,47.815,47.387,47.363,47.908
Poland,POL,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.353,62.245,61.768,61.55,60.483,59.923,58.779,58.632,58.628,59.849,60.212,58.723,58.257,57.574,58.012,56.759,56.439,56.893,57.742,58.863,59.182,60.023,60.443,61.389,61.729,62.267,62.834,63.485,63.611,63.71,66.175,67.198
Pre-demographic dividend,PRE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.63649291,60.59741641,60.4119729,60.34405786,60.39743952,60.35420903,60.25978265,60.19751361,60.16422568,60.16462012,60.16696616,60.13844918,60.06493313,60.05743242,60.01745138,59.8566089,59.76277065,59.51137796,59.17989977,58.88638165,58.60991856,58.20027752,57.9744449,57.67528738,57.49608006,57.38287241,56.93342643,56.64626486,56.41979585,55.77747328,56.04892129,55.77119291
Puerto Rico,PRI,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.846,36.717,39.023,38.806,38.609,39.377,40.295,40.288,42.232,40.294,41.221,42.164,43.129,42.798,44.558,44.904,44.226,43.4,42.106,41.133,40.428,40.409,40.395,40.394,40.419,40.562,40.402,40.821,41.183,41.212,41.62,42.882
"Korea, Dem. People's Rep.",PRK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.381,72.186,72.828,73.304,73.952,74.5,75.33,75.685,75.467,75.723,75.713,75.931,76.13,76.321,76.342,76.738,77.118,77.085,77.373,77.61,77.73,77.79,77.836,77.853,78.084,77.755,77.969,78.32,78.346,76.719,77.339,78.824
Portugal,PRT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.799,59.441,59.57,59.705,59.783,59.607,59.684,62.459,63.162,63.768,64.686,65.518,66.678,66.715,67.941,68.431,68.924,69.033,69.061,69.816,69.542,69.78,69.798,70.036,70.355,70.563,71.674,72.376,72.901,71.79,72.851,74.363
Paraguay,PRY,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.997,53.922,54.396,54.94,55.727,55.653,56.017,55.696,55.149,54.462,54.051,53.812,53.8,59.447,57.939,53.661,56.244,56.377,57.754,55.715,57.355,62.598,60.629,57.4,57.939,59.885,60.064,62.978,63.757,60.87,63.745,62.723
West Bank and Gaza,PSE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.716,12.71,12.698,12.691,12.694,12.676,12.703,12.756,12.82,12.875,10.451,10.491,13.015,13.4,13.335,14.077,15.64,15.353,15.265,14.727,16.348,16.893,16.591,17.306,18.928,18.397,18.648,18.625,19.428,17.405,18.586,20.061
Pacific island small states,PSS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.41136975,51.62003892,51.94562631,52.17213312,52.23871513,52.35244018,52.31372852,52.24987791,52.21599867,52.34136116,52.45822027,52.53911773,52.42470848,52.31851345,51.80272397,52.77281985,53.77619099,54.76060256,55.83197797,56.81545061,57.78732893,57.46661565,57.09364943,56.75962743,56.22135636,55.58535033,55.7479299,55.97937527,56.23668542,55.47469955,55.79137451,57.03392461
Post-demographic dividend,PST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.99966354,60.18172824,60.25547349,60.7591912,61.02042323,61.47485219,61.97631647,62.12199646,62.49622637,62.85521241,63.01462468,63.34228176,63.61669414,63.86488879,64.36999054,64.87802743,65.1162489,65.48809158,65.60851927,65.53191789,65.56452625,65.89365684,66.21799914,66.58405139,66.79944302,67.37014631,67.95508921,68.41343086,69.04967924,68.2561601,69.04271896,70.19739702
French Polynesia,PYF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.651,50.66,50.635,50.653,50.655,50.648,50.622,50.601,50.592,50.593,50.603,50.628,50.687,50.756,50.83,50.894,50.926,51.442,51.984,52.529,53.081,53.637,53.798,53.964,54.183,54.441,54.736,55.074,55.442,55.211,56.06,56.369
Qatar,QAT,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.531,48.167,48.475,48.538,48.722,48.721,47.021,46.419,46.439,46.273,46.883,47.144,47.816,47.419,48.25,49.188,50.417,50.138,49.941,51.586,53.257,53.824,54.267,55.682,57.203,57.971,58.727,59.568,60.309,61.143,62.562,65.401
Romania,ROU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.055,64.222,64.293,64.332,64.353,63.556,65.465,64.084,63.817,63.668,62.513,57.798,56.84,57.305,55.381,56.819,56.209,55.566,55.886,55.839,55.908,56.281,56.196,56.833,56.517,56.038,58.125,58.241,58.825,59.197,55.091,56.548
Russian Federation,RUS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.834,70.176,68.022,65.851,65.436,64.46,63.204,62.262,66.339,66.405,64.977,66.095,66.099,67.113,67.867,68.527,69.191,68.838,68.675,67.974,68.256,68.352,68.233,68.439,68.535,69.112,69.06,69.469,69.059,69.405,70.457,71.06
Rwanda,RWA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.981,54.26,54.643,55.102,55.657,55.596,55.474,55.343,55.276,55.291,55.478,55.68,55.822,55.943,56.063,56.163,56.248,56.328,56.401,56.486,56.564,56.609,56.607,56.623,56.653,56.714,56.761,56.143,53.764,58.802,54.649,56.835
South Asia,SAS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54298658,27.54398515,27.68944118,27.86806502,27.96561083,28.39516785,28.84089933,29.31702187,29.65066903,30.03307563,29.95773626,29.89563423,29.92336305,29.96460922,29.9976187,29.84337727,29.69132941,29.56589962,29.50589588,29.44735268,28.85221275,28.2699711,28.40480069,28.51763038,28.73918078,28.70340737,28.93292,28.73872179,28.9226844,28.5031565,29.43536645,30.04992162
Saudi Arabia,SAU,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.876,14.854,15.117,15.322,15.574,15.889,16.249,16.656,17.112,16.825,16.727,16.927,17.681,18.387,19.001,19.596,19.16,18.936,18.571,19.852,21.154,21.732,21.504,21.73,22.998,24.186,20.91,22.92,25.483,30.654,35.859,35.697
Sudan,SDN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.099,26.041,27.015,28.021,29.048,30.097,30.01,29.914,29.809,29.699,29.587,29.479,29.376,29.281,29.198,29.131,29.077,29.035,29.006,28.99,28.98,29.158,29.265,29.384,29.479,29.57,29.685,29.794,29.868,29.643,29.998,29.843
Senegal,SEN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.652,33.701,33.756,33.827,33.929,33.978,34.052,34.145,34.24,34.329,34.391,34.45,34.517,34.58,34.634,34.662,34.728,34.803,34.886,34.978,35.078,35.183,35.292,35.398,35.511,40.306,36.552,37.846,38.696,38.319,39.1,38.732
Singapore,SGP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.194,50.058,51.119,52.199,53.437,54.444,55.358,55.283,56.343,56.959,57.526,56.633,57.532,58.108,59.407,60.676,59.256,61.921,61.555,63.133,64.001,64.925,65.309,66.708,68.299,68.65,68.45,68.68,70.054,70.404,72.565,72.54
Solomon Islands,SLB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,82.756,82.725,82.463,82.109,82.254,82.543,82.69,82.935,84.083,84.796,85.175,84.998,84.814,84.694,84.611,84.55,84.413,84.463,84.182,83.982,84.084,83.99,84.124,84.229,84.083,83.961,83.912,84.011,83.238,83.433,84.223
Sierra Leone,SLE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.713,67.587,67.543,67.507,67.46,67.41,67.38,67.387,67.376,67.355,67.309,67.351,67.362,68.611,67.584,66.548,65.504,64.454,63.4,62.34,61.272,60.198,59.11,58.006,56.7,55.393,54.082,52.769,52.894,52.385,52.343,52.808
El Salvador,SLV,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.96,42.877,44.917,46.58,44.916,43.543,43.613,47.77,48.029,47.822,47.634,47.457,49.366,47.492,48.349,49.181,49.444,49.355,49.244,49.123,48.791,49.745,50.831,49.328,48.329,49.153,48.526,48.43,49.74,46.889,48.892,50.077
San Marino,SMR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.66,22.558,22.489,22.408,22.304,22.179,22.049,21.923,21.814,21.733,21.626,21.566,21.538,21.524,21.517,21.47,21.426,21.391,21.381,21.404,21.406,21.446,21.512,21.585,21.657,21.726,21.784,21.839,21.9,21.693,21.815,21.869
Serbia,SRB,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6,55.563,55.488,55.267,55.037,54.783,54.608,54.646,55.143,55.115,55.088,55.057,54.994,54.8,54.632,54.542,55.535,55.028,53.564,52.307,52.891,53.538,54.872,55.958,56.241,58.658,60.083,61.038,61.674,61.167,65.307,66.861
Sub-Saharan Africa (excluding high income),SSA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.53352845,63.60652819,63.64245616,63.73444556,63.92665231,63.99530871,64.0148197,64.04865953,64.10458896,64.16306306,64.20483532,64.29887176,64.37318015,64.447627,64.5074983,64.3766996,64.22168908,64.01491919,63.69537767,63.16786332,63.19256267,62.9041092,62.77807884,62.49493746,62.43615031,62.34352116,62.19625484,61.99290969,61.88348503,61.14197832,61.54718589,61.79390984
South Sudan,SSD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.77,70.803,70.858,70.892,70.879,70.878,70.885,70.846,70.806,70.811,70.8,70.826,70.879,70.919,70.949,70.965,70.983,71.002,71.035,71.096,71.103,71.139,71.222,71.325,71.418,71.492,71.628,71.762,71.857,71.171,71.733,71.846
Sub-Saharan Africa,SSF,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.53352845,63.60652819,63.64245616,63.73444556,63.92665231,63.99530871,64.0148197,64.04865953,64.10458896,64.16306306,64.20483532,64.29887176,64.37318015,64.447627,64.5074983,64.3766996,64.22168908,64.01491919,63.69537767,63.16786332,63.19256267,62.9041092,62.77807884,62.49493746,62.43615031,62.34352116,62.19625484,61.99290969,61.88348503,61.14197832,61.54718589,61.79390984
Small states,SST,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.93627171,51.82455562,51.79742381,51.87077822,51.88222585,51.91872299,51.85954437,51.83984817,51.84743136,51.89023733,51.79896603,51.94203792,52.40049957,52.50377384,52.77903366,53.11213189,53.18808869,53.48488834,53.43898852,53.30002367,53.43830119,53.799518,54.33255863,54.57337916,55.170431,55.16323761,55.51414836,55.67493823,56.04733593,54.83246746,55.71285716,56.44065612
Sao Tome and Principe,STP,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.015,39.084,39.156,39.239,39.332,39.394,39.465,39.536,39.59,39.619,39.624,39.618,39.596,39.56,39.512,39.526,39.527,39.521,39.495,39.466,39.416,39.372,39.35,39.35,39.375,39.43,39.512,39.618,39.732,39.325,39.841,39.686
Suriname,SUR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.845,35.635,34.599,34.741,34.567,34.723,34.892,35.071,35.258,36.071,36.89,37.716,38.562,39.411,40.259,41.124,41.993,42.863,43.744,44.643,45.549,46.444,47.318,48.184,49.072,49.998,50.245,50.999,51.207,48.193,49.565,49.751
Slovak Republic,SVK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.689,68.225,65.644,61.208,61.397,62.494,61.892,61.423,62.072,62.944,63.475,62.976,63.453,63.073,61.636,61.066,60.965,61.602,60.908,61.657,60.981,61.889,62.697,64.059,64.547,65.703,66.2,66.213,66.653,66.673,71.215,72.051
Slovenia,SVN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.996,61.216,61.399,61.578,61.806,62.067,62.92,64.595,62.499,63.131,63.495,63.173,62.29,65.037,65.876,66.573,66.562,67.595,67.648,67.344,66.35,66.813,66.356,67.1,67.692,68.456,71.233,71.494,71.765,72.054,73.443,73.975
Sweden,SWE,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.354,79.577,77.675,76.583,77.191,77.242,76.551,74.847,76.038,75.516,75.948,76.063,76.005,75.517,75.874,76.28,76.795,76.958,76.41,76.219,77.332,77.881,78.743,79.278,79.894,80.176,80.666,81.021,81.162,80.296,80.738,81.244
Eswatini,SWZ,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.059,46.084,46.134,46.294,46.487,46.553,46.69,46.869,47.046,47.216,47.339,47.436,47.515,47.593,47.682,47.779,47.871,47.948,48.02,48.103,48.198,48.333,48.48,48.619,48.748,48.98,49.168,49.335,49.522,49.115,49.69,49.709
Sint Maarten (Dutch part),SXM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.086,20.276,20.493,20.875,21.289,19.86,18.535,17.308,19.494,21.902,21.204,20.527,19.87,18.572,17.326,16.128,14.85,14.353,13.878,13.647,15.718,14.238,13.81,14.15,14.436,14.632,14.778,14.874,14.928,14.181,14.468,14.885
Turks and Caicos Islands,TCA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.016,64.975,64.846,64.245,63.626,63.007,62.394,61.773,61.144,60.512,59.879,59.239,58.591,57.938,57.284,56.63,55.972,55.312,54.653,53.992,53.328,52.663,51.998,51.333,50.669,50.006,49.343,48.681,48.745,48.278,48.255,48.591
East Asia & Pacific (IDA & IBRD countries),TEA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.90414321,73.72129164,73.36818494,73.29944103,73.07563795,72.84458857,72.43167161,72.27073351,72.00488363,71.72453626,71.1161202,70.38819849,69.80273004,69.15595372,68.63108784,68.11037146,68.10867606,67.63278837,67.09698043,66.62738082,66.8598082,66.7396419,66.4750112,66.498725,66.50178349,66.43704866,66.32608606,66.51118254,66.64560734,65.44936027,66.56597994,66.65586307
Europe & Central Asia (IDA & IBRD countries),TEC,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.02790065,61.68910705,60.13380846,59.93451959,59.58286406,58.95379323,58.10782793,57.58080662,58.97584715,58.48768891,57.98421626,58.0470227,57.66148599,57.36576623,57.38265106,57.4318022,57.53270864,57.41889709,57.54628471,57.54742779,57.69655888,57.76389275,57.8214881,57.99552779,58.20896391,58.54057395,58.79162947,59.03408775,59.0784936,58.20805021,59.1178897,59.81885296
Togo,TGO,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.378,55.383,55.371,55.456,55.527,55.671,55.826,55.934,56.055,56.17,56.19,56.227,56.272,56.292,56.291,56.277,56.256,56.253,56.263,56.288,56.315,56.361,56.423,56.5,56.592,56.689,56.798,56.922,57.061,56.529,57.011,57.177
Thailand,THA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.06,68.975,68.921,68.904,69.984,71.076,71.744,70.147,68.957,69.484,69.807,69.952,70.096,70.369,71.69,70.555,71.633,71.586,70.561,69.733,72.36,71.895,68.748,68.488,68.33,67.715,67.199,67.828,67.568,68.018,68.424,69.474
Tajikistan,TJK,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.809,32.798,32.807,32.815,32.803,32.778,32.735,32.682,32.623,32.577,32.54,32.499,32.463,32.651,32.167,31.663,31.096,30.531,30.301,30.706,31.128,31.569,32.025,32.495,32.972,33.452,33.115,32.757,32.428,32.148,32.486,32.659
Turkmenistan,TKM,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.304,56.391,56.491,57.92,58.63,58.308,59.32,58.875,57.824,57.504,57.267,57.304,57.152,56.895,56.178,55.596,55.023,54.314,54.001,53.602,53.092,52.786,52.573,52.416,52.385,52.392,52.419,52.474,52.551,51.205,51.298,53.084
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.37647722,46.18831678,47.08220867,47.8861616,48.81179996,48.66167187,49.87573678,50.42631964,50.73784602,50.87188413,51.41925963,51.90367692,52.4926311,53.4937008,54.21808241,54.67677142,54.76789762,54.77913412,55.51301483,55.0112233,54.67650439,55.34291599,55.24592848,55.06597979,55.43364988,55.76563731,56.16034023,56.68488028,57.21511711,53.04676893,55.73629152,56.73367172
Timor-Leste,TLS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.027,62.557,62.116,61.85,61.58,61.201,61.174,61.514,64.994,64.107,63.107,63.816,64.203,64.386,64.341,64.869,64.234,63.531,62.944,62.413,62.143,61.862,61.845,61.67,61.597,61.494,61.914,62.126,61.085,60.508,60.337,60.65
Middle East & North Africa (IDA & IBRD countries),TMN,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4909608,17.81404744,17.74950145,18.12863956,17.90425968,17.76751237,17.789238,17.84340366,18.50394557,18.79813179,18.9427092,18.5165755,18.92881902,19.34193299,19.77929245,19.81276197,20.03636896,19.06039645,19.44984055,19.30931824,18.85929309,18.99529483,18.90269692,18.79106583,19.23116446,19.84913454,19.56654325,18.47805759,17.5892832,16.04935446,16.27833083,16.57570559
Tonga,TON,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.839,42.218,44.615,47.013,46.933,46.849,46.764,46.677,46.587,46.497,46.409,46.326,46.25,46.18,46.104,46.015,45.933,45.862,45.782,45.716,45.681,45.634,45.569,45.489,45.401,45.315,45.236,45.165,45.206,44.791,44.833,45.246
South Asia (IDA & IBRD),TSA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54298658,27.54398515,27.68944118,27.86806502,27.96561083,28.39516785,28.84089933,29.31702187,29.65066903,30.03307563,29.95773626,29.89563423,29.92336305,29.96460922,29.9976187,29.84337727,29.69132941,29.56589962,29.50589588,29.44735268,28.85221275,28.2699711,28.40480069,28.51763038,28.73918078,28.70340737,28.93292,28.73872179,28.9226844,28.5031565,29.43536645,30.04992162
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.53352845,63.60652819,63.64245616,63.73444556,63.92665231,63.99530871,64.0148197,64.04865953,64.10458896,64.16306306,64.20483532,64.29887176,64.37318015,64.447627,64.5074983,64.3766996,64.22168908,64.01491919,63.69537767,63.16786332,63.19256267,62.9041092,62.77807884,62.49493746,62.43615031,62.34352116,62.19625484,61.99290969,61.88348503,61.14197832,61.54718589,61.79390984
